Sentence,Label
මම ප්‍රමාණයක් කියමි,1
මම දුරක් කියන්නෙමි,1
මම වේගයක් කිව්වෙමි,1
මම දිශාවක් කියමි,1
මම පැත්තක් කියන්නෙමි,1
මම මාර්ගයක් කිව්වෙමි,1
මම ගමනක් කියමි,1
මම චාරිකාවක් කියන්නෙමි,1
මම සංචාරයක් කිව්වෙමි,1
මම පියවරක් කියමි,1
මම ක්‍රමයක් කියන්නෙමි,1
මම විධියක් කිව්වෙමි,1
මම රටාවක් කියමි,1
මම සැලසුමක් කියන්නෙමි,1
මම පිළිවෙලක් කිව්වෙමි,1
මම නීතියක් කියමි,1
මම රීතියක් කියන්නෙමි,1
මම සීමාවක් කිව්වෙමි,1
මම මායිමක් කියමි,1
මම කොන්දේසියක් කියන්නෙමි,1
මම නියමයක් කිව්වෙමි,1
මම යුතුකමක් කියමි,1
මම වගකීමක් කියන්නෙමි,1
මම කාර්යයක් කිව්වෙමි,1
මම රාජකාරියක් කියමි,1
මම සේවයක් කියන්නෙමි,1
මම වෘත්තියක් කිව්වෙමි,1
මම ව්‍යාපාරයක් කියමි,1
මම කර්මාන්තයක් කියන්නෙමි,1
මම නිෂ්පාදනයක් කිව්වෙමි,1
මම භාණ්ඩයක් කියමි,1
මම සේවාවක් කියන්නෙමි,1
මම වස්තුවක් කිව්වෙමි,1
මම ද්‍රව්‍යයක් කියමි,1
මම පදාර්ථයක් කියන්නෙමි,1
මම ගුණයක් කිව්වෙමි,1
මම ලක්ෂණයක් කියමි,1
මම ස්වභාවයක් කියන්නෙමි,1
මම තත්ත්වයක් කිව්වෙමි,1
මම මට්ටමක් කියමි,1
මම ශ්‍රේණියක් කියන්නෙමි,1
මම පන්තියක් කිව්වෙමි,1
මම වර්ගයක් කියමි,1
මම ප්‍රභේදයක් කියන්නෙමි,1
මම කාණ්ඩයක් කිව්වෙමි,1
මම කොටසක් කියමි,1
මම අංශයක් කියන්නෙමි,1
මම දෙපාර්තමේන්තුවක් කිව්වෙමි,1
මම අමාත්‍යාංශයක් කියමි,1
මම ආයතනයක් කියන්නෙමි,1
මම සංවිධානයක් කිව්වෙමි,1
මම සමාගමක් කියමි,1
මම සංගමයක් කියන්නෙමි,1
මම සමිතියක් කිව්වෙමි,1
මම සභාවක් කියමි,1
මම කමිටුවක් කියන්නෙමි,1
මම මණ්ඩලයක් කිව්වෙමි,1
මම කවුන්සිලයක් කියමි,1
මම පාර්ලිමේන්තුවක් කියන්නෙමි,1
මම ආණ්ඩුවක් කිව්වෙමි,1
මම රජයක් කියමි,1
මම පාලනයක් කියන්නෙමි,1
මම නායකත්වයක් කිව්වෙමි,1
මම බලයක් කියමි,1
මම අධිකාරියක් කියන්නෙමි,1
මම සම්මතයක් කිව්වෙමි,1
මම ප්‍රමිතියක් කියමි,1
මම මිනුමක් කියන්නෙමි,1
මම පරිමාණයක් කිව්වෙමි,1
මම ඒකකයක් කියමි,1
මම සංඛ්‍යාවක් කියන්නෙමි,1
මම ගණනයක් කිව්වෙමි,1
මම මුදලක් කියමි,1
මම වටිනාකමක් කියන්නෙමි,1
මම මිලක් කිව්වෙමි,1
මම වියදමක් කියමි,1
මම ආදායමක් කියන්නෙමි,1
මම ලාභයක් කිව්වෙමි,1
මම අලාභයක් කියමි,1
මම පාඩුවක් කියන්නෙමි,1
මම හානියක් කිව්වෙමි,1
මම නාස්තියක් කියමි,1
මම පිරිවැයක් කියන්නෙමි,1
මම විභවයක් කිව්වෙමි,1
මම හැකියාවක් කියමි,1
මම දක්ෂතාවක් කියන්නෙමි,1
මම කුසලතාවක් කිව්වෙමි,1
මම නිපුණතාවක් කියමි,1
මම ප්‍රවීණතාවක් කියන්නෙමි,1
මම වැඩට යමි,1
මම හෙට නුවර යන්නෙමි,1
මම පාසල් යමි,1
මම කඩේට යන්නෙමි,1
මම ගෙදර යමි,1
මම තරගයට යමි,1
මම කොළඹ ගියෙමි,1
මම පන්සල් ගියෙමි,1
මම වෙළඳසැලට ගියෙමි,1
මම පිට්ටනියට ගියෙමි,1
මම දැන් යමි,1
මම රැස්වීමට යමි,1
මම සාප්පුවට යන්නෙමි,1
මම උයනට යමි,1
මම සිනමාවට යමි,1
මම ගමට ගියෙමි,1
මම පුස්තකාලයට යන්නෙමි,1
මම මාතරට ගියෙමි,1
මම වෙරළට ගියෙමි,1
මම එකට යමි,1
මම රට යමි,1
මම විදේශ යන්නෙමි,1
මම පිටරට යමි,1
මම ව්‍යාපාරික ගමනක යමි,1
මම ජපානයට ගියෙමි,1
මම ප්‍රංශයට ගියෙමි,1
මම ඉන්දියාවට ගියෙමි,1
මම යුරෝපයට ගියෙමි,1
මම විනෝද චාරිකාවක යමි,1
මම කඳවුරට යන්නෙමි,1
මම බැංකුවට යමි,1
මම රෝහලට යමි,1
මම කීඩාංගනයට යමි,1
මම උද්‍යානයට ගියෙමි,1
මම කෙතට ගියෙමි,1
මම වනයට ගියෙමි,1
මම සංචාරයක යමි,1
මම පිහිනුම් තටාකයට යන්නෙමි,1
මම ක්‍රීඩා තරඟයට යමි,1
මම සම්මන්ත්‍රණයට යමි,1
මම සභාවට යමි,1
මම පන්තියට ගියෙමි,1
මම කාර්යාලයට ගියෙමි,1
මම මුහුදට ගියෙමි,1
මම කඳු නගින්න ගියෙමි,1
මම නගරයට යමි,1
මම දුම්රිය ස්ථානයට යන්නෙමි,1
මම බස් නැවතුමට යමි,1
මම සමූපකාරයට යමි,1
මම වෙළඳසැලට යන්නෙමි,1
මම කුඹුරට යමි,1
මම පාර්ලිමේන්තුවට යමි,1
මම ගාල්ලට ගියෙමි,1
මම අනුරාධපුරයට ගියෙමි,1
මම දඹුල්ලට ගියෙමි,1
මම පොලොන්නරුවට ගියෙමි,1
මම කතරගමට යමි,1
මම වත්තට යන්නෙමි,1
මම මීගමුවට යමි,1
මම මහනුවරට යමි,1
මම බදුල්ලට යමි,1
මම රත්නපුරයට ගියෙමි,1
මම හම්බන්තොටට ගියෙමි,1
මම කෑගල්ලට ගියෙමි,1
මම කුරුණෑගලට ගියෙමි,1
මම මඩකලපුවට යමි,1
මම සමනළ කන්දට යන්නෙමි,1
මම හෝර්ටන් තැන්නට යමි,1
මම සීගිරියට යමි,1
මම යාපනයට යමි,1
මම නුවරඑළියට ගියෙමි,1
මම එල්ලට ගියෙමි,1
මම ක්‍රිකට් බලන්න ගියෙමි,1
මම සාගරයට ගියෙමි,1
මම දිවයිනේ සංචාරයක යමි,1
මම ගුවන්තොටුපොළට යන්නෙමි,1
මම වරායට යමි,1
මම කර්මාන්තශාලාවට යමි,1
මම ගෝල්ෆේස් පිටියට යමි,1
මම විශ්වවිද්‍යාලයට ගියෙමි,1
මම පෞද්ගලික රෝහලට ගියෙමි,1
මම පොලීසියට ගියෙමි,1
මම අධිකරණයට ගියෙමි,1
මම පිරිවෙනට යමි,1
මම දහම් පාසලට යන්නෙමි,1
මම පුහුණු පන්තියට යමි,1
මම තරු නැරඹීමට යමි,1
මම ගිරි සිකුරට යමි,1
මම වැව් තීරයට ගියෙමි,1
මම ආරණ්‍යයට ගියෙමි,1
මම වන උයනට ගියෙමි,1
මම ජාතික උද්‍යානයට ගියෙමි,1
මම රජමහා විහාරයට යමි,1
මම දාගැබට යන්නෙමි,1
මම බෝධීන් වහන්සේ වැඳීමට යමි,1
මම සාක්ෂි දීමට යමි,1
මම පරීක්ෂණයට යමි,1
මම රාජකාරියට ගියෙමි,1
මම සාකච්ඡාවට ගියෙමි,1
මම සම්මුඛ පරීක්ෂණයට ගියෙමි,1
මම විභාගයට ගියෙමි,1
මම නිවාඩුවකට යමි,1
මම මංගල උත්සවයට යන්නෙමි,1
අපි ආදරය කරමු,1
අපි පැවරුමක් කරන්නෙමු,1
අපි රැස්වීමක් කළෙමු,1
අපි සාකච්ඡාවක් කරමු,1
අපි වැඩක් කරන්නෙමු,1
අපි සහයෝගය කළෙමු,1
අපි ක්‍රීඩාවක් කරමු,1
අපි උත්සවයක් කරන්නෙමු,1
අපි සංවිධානය කළෙමු,1
අපි සැලසුමක් කරමු,1
අපි විශ්ලේෂණයක් කරන්නෙමු,1
අපි පරීක්ෂණයක් කළෙමු,1
අපි පර්යේෂණයක් කරමු,1
අපි අධ්‍යයනයක් කරන්නෙමු,1
අපි වෙනසක් කළෙමු,1
අපි සංවර්ධනයක් කරමු,1
අපි ප්‍රගතියක් කරන්නෙමු,1
අපි නිරීක්ෂණයක් කළෙමු,1
අපි විමර්ශනයක් කරමු,1
අපි පරිවර්තනයක් කරන්නෙමු,1
අපි ඇගයීමක් කළෙමු,1
අපි සමීක්ෂණයක් කරමු,1
අපි වැඩසටහනක් කරන්නෙමු,1
අපි ව්‍යාපෘතියක් කළෙමු,1
අපි කතිකාවක් කරමු,1
අපි ප්‍රදර්ශනයක් කරන්නෙමු,1
අපි තරඟයක් කළෙමු,1
අපි ක්‍රියාවක් කරමු,1
අපි සන්නිවේදනයක් කරන්නෙමු,1
අපි සම්බන්ධීකරණයක් කළෙමු,1
අපි සැකසුමක් කරමු,1
අපි නිෂ්පාදනයක් කරන්නෙමු,1
අපි ප්‍රවර්ධනයක් කළෙමු,1
අපි පාලනයක් කරමු,1
අපි කළමනාකරණයක් කරන්නෙමු,1
අපි මෙහෙයුමක් කළෙමු,1
අපි සංරක්ෂණයක් කරමු,1
අපි ප්‍රතිසංස්කරණයක් කරන්නෙමු,1
අපි නවීකරණයක් කළෙමු,1
අපි යාවත්කාලීනයක් කරමු,1
අපි ප්‍රතිඵලයක් කරන්නෙමු,1
අපි විශ්වාසයක් කළෙමු,1
අපි බලාපොරොත්තුවක් කරමු,1
අපි සිතුවිල්ලක් කරන්නෙමු,1
අපි හැඟීමක් කළෙමු,1
අපි චින්තනයක් කරමු,1
අපි අවබෝධයක් කරන්නෙමු,1
අපි දැනුමක් කළෙමු,1
අපි අත්දැකීමක් කරමු,1
අපි පුහුණුවක් කරන්නෙමු,1
අපි අභ්‍යාසයක් කළෙමු,1
අපි පරිශීලනයක් කරමු,1
අපි භාවිතයක් කරන්නෙමු,1
අපි ප්‍රයෝගයක් කළෙමු,1
අපි පරිචයක් කරමු,1
අපි අනුගමනයක් කරන්නෙමු,1
අපි අනුකරණයක් කළෙමු,1
අපි සමානුකරණයක් කරමු,1
අපි ප්‍රතිචාරයක් කරන්නෙමු,1
අපි ප්‍රතික්‍රියාවක් කළෙමු,1
අපි ප්‍රකාශනයක් කරමු,1
අපි විවරණයක් කරන්නෙමු,1
අපි විස්තරයක් කළෙමු,1
අපි පැහැදිලි කිරීමක් කරමු,1
අපි නිරූපණයක් කරන්නෙමු,1
අපි දර්ශනයක් කළෙමු,1
අපි ප්‍රදර්ශනයක් කරමු,1
අපි ඉදිරිපත් කිරීමක් කරන්නෙමු,1
අපි සාකච්ඡාවක් කළෙමු,1
අපි විවාදයක් කරමු,1
අපි සම්මන්ත්‍රණයක් කරන්නෙමු,1
අපි වැඩමුළුවක් කළෙමු,1
අපි සම්මේලනයක් කරමු,1
අපි රැස්වීමක් කරන්නෙමු,1
අපි හමුවක් කළෙමු,1
අපි එකතුවක් කරමු,1
අපි සම්බන්ධතාවක් කරන්නෙමු,1
අපි මිත්‍රත්වයක් කළෙමු,1
අපි සහයෝගිතාවක් කරමු,1
අපි සහභාගීත්වයක් කරන්නෙමු,1
අපි දායකත්වයක් කළෙමු,1
අපි ආධාරයක් කරමු,1
අපි උපකාරයක් කරන්නෙමු,1
අපි පිහිටක් කළෙමු,1
අපි සංග්‍රහයක් කරමු,1
අපි සත්කාරයක් කරන්නෙමු,1
අපි සැලකිල්ලක් කළෙමු,1
අපි ගෞරවයක් කරමු,1
අපි බුහුමනක් කරන්නෙමු,1
අපි නමස්කාරයක් කළෙමු,1
අපි වන්දනාවක් කරමු,1
අපි පූජාවක් කරන්නෙමු,1
අපි යාච්ඤාවක් කළෙමු,1
අපි ප්‍රාර්ථනාවක් කරමු,1
අපි භාවනාවක් කරන්නෙමු,1
අපි සමාධියක් කළෙමු,1
අපි දානයක් කරමු,1
අපි පිංකමක් කරන්නෙමු,1
අපි පුණ්‍යකර්මයක් කළෙමු,1
අපි කුසලයක් කරමු,1
අපි ධර්මදානයක් කරන්නෙමු,1
අපි අනුශාසනාවක් කළෙමු,1
අපි දේශනාවක් කරමු,1
අපි කථිකාවක් කරන්නෙමු,1
අපි ප්‍රකාශයක් කළෙමු,1
අපි නිවේදනයක් කරමු,1
අපි දැන්වීමක් කරන්නෙමු,1
අපි ප්‍රචාරයක් කළෙමු,1
අපි පැමිණිල්ලක් කරමු,1
අපි චෝදනාවක් කරන්නෙමු,1
අපි විරෝධයක් කළෙමු,1
අපි විවේචනයක් කරමු,1
අපි විරුද්ධත්වයක් කරන්නෙමු,1
අපි ප්‍රතිරෝධයක් කළෙමු,1
අපි අභියෝගයක් කරමු,1
අපි තර්ජනයක් කරන්නෙමු,1
අපි බියක් කළෙමු,1
අපි සැකයක් කරමු,1
අපි විමසුමක් කරන්නෙමු,1
අපි පරීක්ෂණයක් කළෙමු,1
අපි සොයාබැලීමක් කරමු,1
අපි විමර්ශනයක් කරන්නෙමු,1
අපි පර්යේෂණයක් කළෙමු,1
අපි ගවේෂණයක් කරමු,1
අපි සමීක්ෂණයක් කරන්නෙමු,1
අපි විශ්ලේෂණයක් කළෙමු,1
අපි සංශ්ලේෂණයක් කරමු,1
අපි විග්‍රහයක් කරන්නෙමු,1
අපි විවරණයක් කළෙමු,1
අපි විස්තරයක් කරමු,1
අපි පැහැදිලි කිරීමක් කරන්නෙමු,1
අපි නිරූපණයක් කළෙමු,1
අපි ප්‍රදර්ශනයක් කරමු,1
අපි ප්‍රකාශනයක් කරන්නෙමු,1
අපි ප්‍රසිද්ධියක් කළෙමු,1
අපි ප්‍රචාරයක් කරමු,1
අපි වෙළඳ දැන්වීමක් කරන්නෙමු,1
අපි ප්‍රවර්ධනයක් කළෙමු,1
අපි අලෙවියක් කරමු,1
අපි විකුණුමක් කරන්නෙමු,1
අපි මිලදී ගැනීමක් කළෙමු,1
අපි ගනුදෙනුවක් කරමු,1
අපි වෙළඳාමක් කරන්නෙමු,1
අපි ව්‍යාපාරයක් කළෙමු,1
අපි කර්මාන්තයක් කරමු,1
අපි නිෂ්පාදනයක් කරන්නෙමු,1
අපි සැකසීමක් කළෙමු,1
අපි සැලසුමක් කරමු,1
අපි නිර්මාණයක් කරන්නෙමු,1
අපි සංවර්ධනයක් කළෙමු,1
අපි ප්‍රගතියක් කරමු,1
අපි දියුණුවක් කරන්නෙමු,1
අපි වර්ධනයක් කළෙමු,1
අපි වැඩිදියුණුවක් කරමු,1
අපි පුළුල් කිරීමක් කරන්නෙමු,1
අපි විශාල කිරීමක් කළෙමු,1
අපි ව්‍යාප්තියක් කරමු,1
අපි පැතිරීමක් කරන්නෙමු,1
අපි විසිරීමක් කළෙමු,1
අපි බෙදාහැරීමක් කරමු,1
අපි බෙදාදීමක් කරන්නෙමු,1
අපි විතරණයක් කළෙමු,1
අපි ප්‍රවාහනයක් කරමු,1
අපි ගමනක් කරන්නෙමු,1
අපි සංචාරයක් කළෙමු,1
අපි චාරිකාවක් කරමු,1
අපි පිවිසීමක් කරන්නෙමු,1
අපි පිටත්වීමක් කළෙමු,1
අපි පැමිණීමක් කරමු,1
අපි යාමක් කරන්නෙමු,1
අපි ඒමක් කළෙමු,1
අපි නැවතීමක් කරමු,1
අපි ආරම්භයක් කරන්නෙමු,1
අපි අවසානයක් කළෙමු,1
මම කතාවක් ලියමි,1
මම කතන්දරයක් ලිව්වෙමි,1
මම පොතක් ලියන්නෙමි,1
මම කවියක් ලියමි,1
මම සිංදුවක් ලිව්වෙමි,1
මම නවකතාවක් ලියමි,1
මම ලිපියක් ලියන්නෙමි,1
මම පද්‍යයක් ලිව්වෙමි,1
මම සටහනක් ලියමි,1
මම පණිවිඩයක් ලියන්නෙමි,1
මම වාර්තාවක් ලිව්වෙමි,1
මම නිබන්ධනයක් ලියමි,1
මම ලේඛනයක් ලියන්නෙමි,1
මම දිනපොතක් ලිව්වෙමි,1
මම අත්සනක් ලියමි,1
මම යෝජනාවක් ලියන්නෙමි,1
මම පැමිණිල්ලක් ලිව්වෙමි,1
මම ගිවිසුමක් ලියමි,1
මම ප්‍රකාශයක් ලියන්නෙමි,1
මම නිවේදනයක් ලිව්වෙමි,1
මම දැන්වීමක් ලියමි,1
මම විවරණයක් ලියන්නෙමි,1
මම පිළිතුරක් ලිව්වෙමි,1
මම ප්‍රශ්නයක් ලියමි,1
මම උත්තරයක් ලියන්නෙමි,1
මම සාරාංශයක් ලිව්වෙමි,1
මම අදහසක් ලියමි,1
මම සිතුවිල්ලක් ලියන්නෙමි,1
මම හැඟීමක් ලිව්වෙමි,1
මම සිහිනයක් ලියමි,1
මම බලාපොරොත්තුවක් ලියන්නෙමි,1
මම අනාවැකියක් ලිව්වෙමි,1
මම සත්‍යයක් ලියමි,1
මම තොරතුරක් ලියන්නෙමි,1
මම කරුණක් ලිව්වෙමි,1
මම වචනයක් ලියමි,1
මම ප්‍රවෘත්තියක් ලියන්නෙමි,1
මම කාරණයක් ලිව්වෙමි,1
මම යථාර්ථයක් ලියමි,1
මම පාඩමක් ලියන්නෙමි,1
මම දෙබසක් ලිව්වෙමි,1
මම ගීතයක් ලියමි,1
මම වාක්‍යයක් ලියන්නෙමි,1
මම චින්තනයක් ලිව්වෙමි,1
මම අවවාදයක් ලියමි,1
මම උපදේශයක් ලියන්නෙමි,1
මම තීරණයක් ලිව්වෙමි,1
මම මතයක් ලියමි,1
මම නිගමනයක් ලියන්නෙමි,1
මම සැලැස්මක් ලිව්වෙමි,1
මම විශේෂයක් ලියමි,1
මම වැදගත්කමක් ලියන්නෙමි,1
මම වගන්තියක් ලිව්වෙමි,1
මම සිද්ධියක් ලියමි,1
මම සිද්ධාන්තයක් ලියන්නෙමි,1
මම න්‍යායයක් ලිව්වෙමි,1
මම උපකල්පනයක් ලියමි,1
මම නිරීක්ෂණයක් ලියන්නෙමි,1
මම පර්යේෂණයක් ලිව්වෙමි,1
මම පරීක්ෂණයක් ලියමි,1
මම අත්දැකීමක් ලියන්නෙමි,1
මම දර්ශනයක් ලිව්වෙමි,1
මම මතවාදයක් ලියමි,1
මම විචාරයක් ලියන්නෙමි,1
මම විමර්ශනයක් ලිව්වෙමි,1
මම විග්‍රහයක් ලියමි,1
මම විශ්ලේෂණයක් ලියන්නෙමි,1
මම සංශ්ලේෂණයක් ලිව්වෙමි,1
මම ප්‍රතිඵලයක් ලියමි,1
මම ප්‍රගතියක් ලියන්නෙමි,1
මම සාර්ථකත්වයක් ලිව්වෙමි,1
මම අසාර්ථකත්වයක් ලියමි,1
මම ජයග්‍රහණයක් ලියන්නෙමි,1
මම පරාජයක් ලිව්වෙමි,1
මම උත්සාහයක් ලියමි,1
මම වෑයමක් ලියන්නෙමි,1
මම පරිශ්‍රමයක් ලිව්වෙමි,1
මම කැපවීමක් ලියමි,1
මම ආකල්පයක් ලියන්නෙමි,1
මම චර්යාවක් ලිව්වෙමි,1
මම හැසිරීමක් ලියමි,1
මම ක්‍රියාකලාපයක් ලියන්නෙමි,1
මම වත්පිළිවෙතක් ලිව්වෙමි,1
මම සම්ප්‍රදායක් ලියමි,1
මම උරුමයක් ලියන්නෙමි,1
මම සංස්කෘතියක් ලිව්වෙමි,1
මම ඉතිහාසයක් ලියමි,1
මම අනාගතයක් ලියන්නෙමි,1
මම වර්තමානයක් ලිව්වෙමි,1
මම අතීතයක් ලියමි,1
මම කාලයක් ලියන්නෙමි,1
මම අවකාශයක් ලිව්වෙමි,1
මම ප්‍රමාණයක් ලියමි,1
මම දුරක් ලියන්නෙමි,1
මම වේගයක් ලිව්වෙමි,1
මම දිශාවක් ලියමි,1
මම පැත්තක් ලියන්නෙමි,1
මම මාර්ගයක් ලිව්වෙමි,1
මම ගමනක් ලියමි,1
මම චාරිකාවක් ලියන්නෙමි,1
මම සංචාරයක් ලිව්වෙමි,1
මම පියවරක් ලියමි,1
මම ක්‍රමයක් ලියන්නෙමි,1
මම විධියක් ලිව්වෙමි,1
මම රටාවක් ලියමි,1
මම සැලසුමක් ලියන්නෙමි,1
මම පිළිවෙලක් ලිව්වෙමි,1
මම නීතියක් ලියමි,1
මම රීතියක් ලියන්නෙමි,1
මම සීමාවක් ලිව්වෙමි,1
මම මායිමක් ලියමි,1
මම කොන්දේසියක් ලියන්නෙමි,1
මම නියමයක් ලිව්වෙමි,1
මම යුතුකමක් ලියමි,1
මම වගකීමක් ලියන්නෙමි,1
මම කාර්යයක් ලිව්වෙමි,1
මම රාජකාරියක් ලියමි,1
මම සේවයක් ලියන්නෙමි,1
මම වෘත්තියක් ලිව්වෙමි,1
මම ව්‍යාපාරයක් ලියමි,1
මම කර්මාන්තයක් ලියන්නෙමි,1
මම නිෂ්පාදනයක් ලිව්වෙමි,1
මම භාණ්ඩයක් ලියමි,1
මම සේවාවක් ලියන්නෙමි,1
මම වස්තුවක් ලිව්වෙමි,1
මම ද්‍රව්‍යයක් ලියමි,1
මම පදාර්ථයක් ලියන්නෙමි,1
මම ගුණයක් ලිව්වෙමි,1
මම ලක්ෂණයක් ලියමි,1
මම ස්වභාවයක් ලියන්නෙමි,1
මම තත්ත්වයක් ලිව්වෙමි,1
මම මට්ටමක් ලියමි,1
මම ශ්‍රේණියක් ලියන්නෙමි,1
මම පන්තියක් ලිව්වෙමි,1
මම වර්ගයක් ලියමි,1
මම ප්‍රභේදයක් ලියන්නෙමි,1
මම කාණ්ඩයක් ලිව්වෙමි,1
මම කොටසක් ලියමි,1
මම අංශයක් ලියන්නෙමි,1
මම දෙපාර්තමේන්තුවක් ලිව්වෙමි,1
මම අමාත්‍යාංශයක් ලියමි,1
මම ආයතනයක් ලියන්නෙමි,1
මම සංවිධානයක් ලිව්වෙමි,1
මම සමාගමක් ලියමි,1
මම සංගමයක් ලියන්නෙමි,1
මම සමිතියක් ලිව්වෙමි,1
මම සභාවක් ලියමි,1
මම කමිටුවක් ලියන්නෙමි,1
මම මණ්ඩලයක් ලිව්වෙමි,1
මම කවුන්සිලයක් ලියමි,1
මම පාර්ලිමේන්තුවක් ලියන්නෙමි,1
මම ආණ්ඩුවක් ලිව්වෙමි,1
මම රජයක් ලියමි,1
මම පාලනයක් ලියන්නෙමි,1
මම නායකත්වයක් ලිව්වෙමි,1
මම බලයක් ලියමි,1
මම අධිකාරියක් ලියන්නෙමි,1
මම සම්මතයක් ලිව්වෙමි,1
මම ප්‍රමිතියක් ලියමි,1
මම මිනුමක් ලියන්නෙමි,1
මම පරිමාණයක් ලිව්වෙමි,1
මම ඒකකයක් ලියමි,1
මම සංඛ්‍යාවක් ලියන්නෙමි,1
මම ගණනයක් ලිව්වෙමි,1
මම මුදලක් ලියමි,1
මම වටිනාකමක් ලියන්නෙමි,1
මම මිලක් ලිව්වෙමි,1
මම වියදමක් ලියමි,1
මම ආදායමක් ලියන්නෙමි,1
මම ලාභයක් ලිව්වෙමි,1
මම අලාභයක් ලියමි,1
මම පාඩුවක් ලියන්නෙමි,1
මම හානියක් ලිව්වෙමි,1
මම නාස්තියක් ලියමි,1
මම පිරිවැයක් ලියන්නෙමි,1
මම විභවයක් ලිව්වෙමි,1
මම හැකියාවක් ලියමි,1
මම දක්ෂතාවක් ලියන්නෙමි,1
මම කුසලතාවක් ලිව්වෙමි,1
මම නිපුණතාවක් ලියමි,1
මම කතාවක් ලියනවා,0
මම රහසක් ලියන්නේය,0
මම පොතක් ලියයි,0
මම කවියක් ලියති,0
මම සිංදුවක් ලිව්වේය,0
මම කතන්දරයක් ලිව්වා,0
මම පද්‍යයක් ලිව්වහ,0
මම ලියවිල්ලක් ලිව්වෙමු,0
මම පණිවිඩයක් ලියමු,0
මම ලිපියක් ලියනවා,0
මම නිබන්ධනයක් ලියන්නේය,0
මම නවකතාවක් ලියයි,0
මම කෙටිකතාවක් ලියති,0
මම දිනපොතක් ලිව්වේය,0
මම සටහනක් ලිව්වා,0
මම වාර්තාවක් ලිව්වහ,0
මම ප්‍රබන්ධයක් ලිව්වෙමු,0
මම ලේඛනයක් ලියමු,0
මම අත්සනක් ලියනවා,0
මම නමක් ලියන්නේය,0
මම චරිතයක් ලියයි,0
මම විස්තරයක් ලියති,0
මම පැමිණිල්ලක් ලිව්වේය,0
මම යෝජනාවක් ලිව්වා,0
මම අයදුම්පතක් ලිව්වහ,0
මම ගිවිසුමක් ලිව්වෙමු,0
මම ප්‍රකාශයක් ලියමු,0
මම නිවේදනයක් ලියනවා,0
මම දැන්වීමක් ලියන්නේය,0
මම විවරණයක් ලියයි,0
මම පිළිතුරක් ලියති,0
මම ප්‍රශ්නයක් ලිව්වේය,0
මම උත්තරයක් ලිව්වා,0
මම සාරාංශයක් ලිව්වහ,0
මම මතකයක් ලිව්වෙමු,0
මම අදහසක් ලියමු,0
මම සිතුවිල්ලක් ලියනවා,0
මම හැඟීමක් ලියන්නේය,0
මම සිහිනයක් ලියයි,0
මම බලාපොරොත්තුවක් ලියති,0
මම අනාවැකියක් ලිව්වේය,0
මම සත්‍යයක් ලිව්වා,0
මම තොරතුරක් ලිව්වහ,0
මම කරුණක් ලිව්වෙමු,0
මම වචනයක් ලියමු,0
මම ප්‍රවෘත්තියක් ලියනවා,0
මම කාරණයක් ලියන්නේය,0
මම යථාර්ථයක් ලියයි,0
මම පාඩමක් ලියති,0
මම දෙබසක් ලිව්වේය,0
මම ගීතයක් ලිව්වා,0
මම වාක්‍යයක් ලිව්වහ,0
මම චින්තනයක් ලිව්වෙමු,0
මම අවවාදයක් ලියමු,0
මම උපදේශයක් ලියනවා,0
මම තීරණයක් ලියන්නේය,0
මම මතයක් ලියයි,0
මම නිගමනයක් ලියති,0
මම සැලැස්මක් ලිව්වේය,0
මම විශේෂයක් ලිව්වා,0
මම වැදගත්කමක් ලිව්වහ,0
මම වගන්තියක් ලිව්වෙමු,0
මම සිද්ධියක් ලියමු,0
මම සිද්ධාන්තයක් ලියනවා,0
මම න්‍යායයක් ලියන්නේය,0
මම උපකල්පනයක් ලියයි,0
මම නිරීක්ෂණයක් ලියති,0
මම පර්යේෂණයක් ලිව්වේය,0
මම පරීක්ෂණයක් ලිව්වා,0
මම අත්දැකීමක් ලිව්වහ,0
මම දර්ශනයක් ලිව්වෙමු,0
මම මතවාදයක් ලියමු,0
මම විචාරයක් ලියනවා,0
මම විමර්ශනයක් ලියන්නේය,0
මම විග්‍රහයක් ලියයි,0
මම විශ්ලේෂණයක් ලියති,0
මම සංශ්ලේෂණයක් ලිව්වේය,0
මම ප්‍රතිඵලයක් ලිව්වා,0
මම ප්‍රගතියක් ලිව්වහ,0
මම සාර්ථකත්වයක් ලිව්වෙමු,0
මම අසාර්ථකත්වයක් ලියමු,0
මම ජයග්‍රහණයක් ලියනවා,0
මම පරාජයක් ලියන්නේය,0
මම උත්සාහයක් ලියයි,0
මම වෑයමක් ලියති,0
මම පරිශ්‍රමයක් ලිව්වේය,0
මම කැපවීමක් ලිව්වා,0
මම ආකල්පයක් ලිව්වහ,0
මම චර්යාවක් ලිව්වෙමු,0
මම හැසිරීමක් ලියමු,0
මම ක්‍රියාකලාපයක් ලියනවා,0
මම වත්පිළිවෙතක් ලියන්නේය,0
මම සම්ප්‍රදායක් ලියයි,0
මම උරුමයක් ලියති,0
මම සංස්කෘතියක් ලිව්වේය,0
මම ඉතිහාසයක් ලිව්වා,0
මම අනාගතයක් ලිව්වහ,0
මම වර්තමානයක් ලිව්වෙමු,0
මම අතීතයක් ලියමු,0
මම කාලයක් ලියනවා,0
මම අවකාශයක් ලියන්නේය,0
මම ප්‍රමාණයක් ලියයි,0
මම දුරක් ලියති,0
මම වේගයක් ලිව්වේය,0
මම දිශාවක් ලිව්වා,0
